view,stype,variable,plain_english_description,segment_rows,missing_pct,zero_pct,positive_pct,nonmissing_n,mean,sd,min,p1,p25,p50,p75,p90,p95,p99,max
raw_source,OPSEG,txts,txts,180091,80.6,2.9,12.3,34862,137.025,1042.253,-35007.0,-718.275,0.0,3.0,70.0,330.433,709.0,2420.78,36863.0
raw_source,OPSEG,txws,txws,180091,13.8,85.7,0.4,155167,21.697,646.537,-2075.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53211.0
raw_source,OPSEG,xidos,xidos,180091,98.9,1.0,0.1,1983,1.532,169.289,-3204.0,-97.0,0.0,0.0,0.0,0.0,5.0,173.73,2400.0
raw_source,OPSEG,xints,xints,180091,79.8,4.6,14.3,36386,173.935,1775.09,-12230.62,-194.858,0.0,2.295,39.634,194.139,496.75,3268.065,90605.731
raw_source,OPSEG,xsgas,xsgas,180091,85.3,1.1,13.2,26552,340.381,1639.583,-28720.211,-46.246,5.1,32.297,180.177,732.0,1453.979,5407.45,110081.0
raw_source,STSEG,atlls,atlls,5011,100.0,0.0,0.0,0,,,,,,,,,,,
raw_source,STSEG,capx_to_assets,Capital expenditures / identifiable assets,5011,58.2,11.1,30.5,2093,0.059,0.345,-13.106,0.0,0.0,0.024,0.071,0.176,0.317,0.854,1.979
raw_source,STSEG,capx_to_sales,Capital expenditures / sales,5011,41.3,27.0,31.3,2943,1.236,14.368,-43.908,0.0,0.0,0.019,0.141,0.488,2.167,23.6,408.088
raw_source,STSEG,capxs,Segment capital expenditures,5011,35.8,29.3,34.5,3216,18.297,83.947,-292.123,0.0,0.0,0.142,7.969,47.3,80.3,233.018,1613.58
raw_source,STSEG,caxts,caxts,5011,92.7,0.0,6.8,364,65.296,111.741,-151.293,-17.999,9.888,24.963,75.607,179.917,340.224,488.543,812.035
raw_source,STSEG,cogss,cogss,5011,68.5,0.9,29.8,1578,70.81,116.845,-151.293,-3.55,9.344,25.049,64.962,203.46,361.357,530.772,799.45
raw_source,STSEG,dps,dps,5011,60.6,2.7,35.8,1974,13.676,32.189,-29.533,-8.583,0.281,2.946,10.749,43.96,68.111,157.271,527.0
raw_source,STSEG,emps,Segment employees,5011,94.6,0.7,4.7,272,306.176,570.305,0.0,0.0,16.0,50.0,250.0,978.0,1512.0,2230.0,5100.0
raw_source,STSEG,esubs,esubs,5011,53.9,38.5,4.3,2312,-0.836,10.861,-216.532,-20.181,0.0,0.0,0.0,0.0,0.93,4.305,34.734
raw_source,STSEG,ias,Segment identifiable assets,5011,29.6,0.8,68.5,3530,496.415,1016.086,-1108.986,-34.358,34.797,161.538,517.4,1163.442,2353.24,5311.636,12703.327
raw_source,STSEG,ibs,ibs,5011,87.9,0.4,7.2,606,15.904,81.256,-471.0,-110.866,-0.68,1.422,17.519,47.338,75.444,388.772,640.923
raw_source,STSEG,iints,iints,5011,90.8,3.4,5.2,459,12.22,39.581,-19.376,-14.59,0.0,0.006,0.422,20.416,137.036,179.93,194.175
raw_source,STSEG,intseg,intseg,5011,1.1,94.8,3.9,4955,3.316,20.195,-13.191,0.0,0.0,0.0,0.0,0.0,0.0,119.244,379.0
raw_source,STSEG,ivaeqs,ivaeqs,5011,55.4,40.6,4.1,2236,5.238,32.734,0.0,0.0,0.0,0.0,0.0,0.0,16.782,119.329,452.334
raw_source,STSEG,log_sales,"Log(1 + sales), for nonnegative sales",5011,3.1,8.0,88.9,4856,3.692,1.934,0.0,0.0,2.484,3.906,5.176,6.12,6.458,7.021,8.383
raw_source,STSEG,nis,nis,5011,89.6,0.1,6.8,521,20.562,93.289,-471.0,-158.97,-0.947,4.262,24.34,57.898,158.102,570.745,640.923
raw_source,STSEG,nopxs,nopxs,5011,97.8,0.6,0.8,110,-4.278,48.537,-207.115,-207.115,-7.461,0.0,2.204,39.162,46.651,116.773,116.773
raw_source,STSEG,nxints,nxints,5011,89.7,2.0,4.0,514,5.595,28.877,-69.313,-65.872,-1.467,0.0,2.58,35.312,82.022,108.995,134.862
raw_source,STSEG,obs,obs,5011,90.6,6.5,2.8,469,22.427,50.67,0.0,0.0,0.0,0.0,10.023,79.88,127.203,239.338,258.598
raw_source,STSEG,ocaxs,ocaxs,5011,99.7,0.1,0.2,15,0.831,1.177,0.0,0.0,0.0,0.008,1.423,2.379,2.755,3.436,3.606
raw_source,STSEG,oelim,oelim,5011,22.4,76.8,0.0,3889,-0.001,0.015,-0.468,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
raw_source,STSEG,oiadps,oiadps,5011,84.4,0.3,11.4,782,38.222,95.297,-750.0,-75.443,-0.013,8.095,39.411,143.677,212.888,393.804,855.0
raw_source,STSEG,oibdps,oibdps,5011,79.2,0.2,15.8,1044,52.432,114.237,-232.846,-176.466,0.055,11.862,68.433,202.48,270.713,364.125,1382.0
raw_source,STSEG,op_margin,Operating profit / sales,5011,48.6,0.5,44.2,2574,6.964,229.157,-1020.5,-26.577,0.111,0.426,0.65,0.712,0.807,1.752,7809.0
raw_source,STSEG,ops,Segment operating profit,5011,43.7,2.4,44.4,2822,34.982,78.292,-750.0,-87.125,0.707,9.68,41.035,120.089,175.875,341.919,855.0
raw_source,STSEG,ppents,Segment PP&E,5011,99.9,0.0,0.1,6,1.233,0.32,0.8,0.82,1.2,1.2,1.2,1.5,1.65,1.77,1.8
raw_source,STSEG,ptis,ptis,5011,83.2,0.1,11.5,843,23.745,71.55,-444.0,-101.411,-0.759,6.613,30.524,79.656,118.636,343.615,616.238
raw_source,STSEG,rd_to_sales,R&D / sales,5011,60.5,39.5,0.0,1980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
raw_source,STSEG,rds,Segment R&D,5011,59.2,40.8,0.0,2043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
raw_source,STSEG,revts,revts,5011,1.2,8.4,88.6,4952,152.771,272.112,-159.97,-1.275,9.677,46.674,167.047,455.233,685.796,1148.529,4372.0
raw_source,STSEG,sales,Segment sales,5011,1.2,8.0,88.9,4952,149.454,266.36,-379.0,-1.5,9.677,46.674,167.047,447.507,634.602,1119.256,4372.0
raw_source,STSEG,salexg,salexg,5011,100.0,0.0,0.0,0,,,,,,,,,,,
raw_source,STSEG,segment_sales_share,Segment positive sales / firm-year-stype positive sales,5011,0.2,10.9,88.9,4999,0.086,0.11,0.0,0.0,0.017,0.058,0.112,0.197,0.266,0.533,1.0
raw_source,STSEG,spis,spis,5011,97.4,1.1,0.3,130,-9.432,58.71,-657.0,-61.888,-2.715,0.0,0.0,0.011,0.054,5.25,9.941
raw_source,STSEG,txts,txts,5011,89.7,4.5,4.3,516,-2.817,55.789,-728.158,-6.918,0.0,0.0,0.284,3.254,12.822,24.035,47.405
raw_source,STSEG,txws,txws,5011,21.6,78.4,0.0,3930,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
raw_source,STSEG,xidos,xidos,5011,95.8,3.8,0.3,211,0.059,0.414,-0.631,-0.298,0.0,0.0,0.0,0.0,0.168,2.663,3.862
raw_source,STSEG,xints,xints,5011,80.9,5.3,13.0,959,11.27,22.176,-21.04,-7.174,0.0,0.792,9.039,49.412,65.145,89.964,114.88
raw_source,STSEG,xsgas,xsgas,5011,92.5,2.8,4.6,377,8.647,17.176,-0.239,-0.025,0.0,0.238,7.707,28.26,59.132,65.359,68.556
latest_source,ALL_STYPES,atlls,atlls,1513417,91.0,0.9,8.1,136664,1253.698,8001.992,-26242.497,0.0,1.848,32.876,285.703,1673.0,4498.957,25036.211,1045395.9
latest_source,ALL_STYPES,capx_to_assets,Capital expenditures / identifiable assets,1513417,58.4,4.5,37.0,630001,0.076,1.53,-72.0,0.0,0.007,0.032,0.077,0.153,0.235,0.532,487.786
latest_source,ALL_STYPES,capx_to_sales,Capital expenditures / sales,1513417,59.1,4.0,36.7,618754,1.704,392.355,-12256.909,0.0,0.011,0.034,0.1,0.33,0.763,5.949,266882.0
latest_source,ALL_STYPES,capxs,Segment capital expenditures,1513417,54.4,6.4,39.0,689497,108.17,1062.34,-11115.0,0.0,0.142,2.587,24.3,147.159,386.949,2002.018,653000.0
latest_source,ALL_STYPES,caxts,caxts,1513417,84.8,0.1,14.9,229706,-67173.677,32743106.833,-15693000001.0,0.0,13.289,71.181,403.932,1706.204,4006.0,18199.415,4372700.0
latest_source,ALL_STYPES,cogss,cogss,1513417,81.2,1.9,16.5,284896,-134922.018,52219700.477,-23156000001.0,-7.0,2.501,33.954,243.652,1131.069,2818.937,14475.812,350360.0
latest_source,ALL_STYPES,dps,dps,1513417,53.1,4.2,42.6,709936,75.366,918.279,-6789.238,0.0,0.265,2.634,21.079,110.416,269.723,1316.0,490475.0
latest_source,ALL_STYPES,emps,Segment employees,1513417,73.5,1.8,24.6,400367,4703.811,23704.398,0.0,0.0,51.0,330.0,2020.0,8704.8,19651.4,73995.38,1700000.0
latest_source,ALL_STYPES,esubs,esubs,1513417,53.6,41.7,3.1,701896,3.618,99.354,-6735.0,-4.46,0.0,0.0,0.0,0.0,0.916,63.841,32752.356
latest_source,ALL_STYPES,ias,Segment identifiable assets,1513417,43.1,1.9,54.3,861612,4007.447,47415.588,-1220993.338,-22.0,12.135,103.621,728.9,3632.353,9351.45,63561.488,6630556.091
latest_source,ALL_STYPES,ibs,ibs,1513417,83.8,0.3,9.0,245785,104.717,1115.01,-63798.0,-612.809,-5.707,1.008,31.582,199.753,518.019,2585.01,124078.0
latest_source,ALL_STYPES,iints,iints,1513417,88.9,3.4,7.6,168428,113.633,16503.558,-21813.444,-0.364,0.0,0.148,5.467,51.317,142.93,986.384,6737118.389
latest_source,ALL_STYPES,intseg,intseg,1513417,44.0,51.0,4.7,847543,57.677,5876.539,-5213990.0,0.0,0.0,0.0,0.0,0.0,12.372,735.916,199563.731
latest_source,ALL_STYPES,ivaeqs,ivaeqs,1513417,50.9,44.6,4.4,742700,31.789,504.277,-25277.549,0.0,0.0,0.0,0.0,0.0,12.606,541.0,56914.0
latest_source,ALL_STYPES,log_sales,"Log(1 + sales), for nonnegative sales",1513417,4.7,13.1,82.2,1441989,3.889,2.734,0.0,0.0,1.535,3.953,5.965,7.517,8.371,9.815,15.311
latest_source,ALL_STYPES,nis,nis,1513417,84.5,0.2,8.6,234924,108.734,1099.06,-98696.0,-660.016,-6.339,1.139,34.156,212.927,548.953,2693.052,112010.0
latest_source,ALL_STYPES,nopxs,nopxs,1513417,88.7,2.6,5.8,170717,4.875,156.787,-31057.171,-105.864,-0.003,0.004,1.258,12.44,38.0,210.975,7840.116
latest_source,ALL_STYPES,nxints,nxints,1513417,88.2,1.0,4.8,179115,-783715.003,142154790.174,-37861000001.0,-651.762,-5.273,-0.01,2.54,64.156,272.0,3078.043,6737046.644
latest_source,ALL_STYPES,obs,obs,1513417,89.6,5.4,5.0,157858,1204.792,202525.144,-5333.0,0.0,0.0,0.0,16.8,177.455,704.83,6898.43,70385000.0
latest_source,ALL_STYPES,ocaxs,ocaxs,1513417,89.4,10.6,0.0,161138,0.037,6.875,-985.669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1631.8
latest_source,ALL_STYPES,oelim,oelim,1513417,51.2,48.8,0.0,738855,0.051,32.9,-12083.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5847.0
latest_source,ALL_STYPES,oiadps,oiadps,1513417,78.2,0.4,13.5,330465,232.658,2274.064,-473708.0,-603.628,-3.288,7.462,97.219,455.96,1026.0,4143.0,384000.0
latest_source,ALL_STYPES,oibdps,oibdps,1513417,78.5,0.4,14.3,325186,322.426,2313.837,-61741.0,-381.001,-1.332,14.161,138.471,622.205,1386.446,5257.124,384000.0
latest_source,ALL_STYPES,op_margin,Operating profit / sales,1513417,51.7,0.3,35.7,731309,-4.73,244.662,-88074.0,-39.417,-0.003,0.078,0.179,0.366,0.53,0.998,41491.333
latest_source,ALL_STYPES,ops,Segment operating profit,1513417,46.8,1.7,35.7,804849,139.482,1735.478,-473708.0,-315.81,-0.411,3.785,46.174,244.045,590.531,2575.988,772000.0
latest_source,ALL_STYPES,ppents,Segment PP&E,1513417,83.5,1.4,15.1,250084,915.106,4974.468,-8200.568,0.0,1.266,16.604,161.871,1269.677,3656.658,19279.0,321900.0
latest_source,ALL_STYPES,ptis,ptis,1513417,81.4,0.3,10.6,281105,155.143,1359.114,-65275.0,-823.868,-5.763,1.956,51.255,316.604,812.0,3774.27,132729.0
latest_source,ALL_STYPES,rd_to_sales,R&D / sales,1513417,87.2,5.6,7.2,193654,5.095,156.049,-1037.324,0.0,0.0,0.01,0.127,0.639,2.947,47.728,42070.667
latest_source,ALL_STYPES,rds,Segment R&D,1513417,86.0,6.2,7.8,212007,38.997,376.476,-1398.0,0.0,0.0,0.197,6.305,39.729,106.0,683.647,41287.0
